date,kathas,venue_and_time,district,state,country,artists,organiser,updated_by,source_file
23-01-09,Poothanamoksham,Udayanapuram temple,,Kerala,India,"Kal.Shanmukhadas, Kal. Sreekanth Varma, Margi ravi",,Kalamandalam Sreekanth Varma,archive2009-1q.asp
22-01-09,nalacharitham 3rd day,"kanakakunnu palace, trivandrum",tvm,Kerala,India,KALAMANDALAM GOPI - BAHUKAN,TOURISM DEPT,dr.biju,archive2009-1q.asp
21-01-09,Duryodhanavadham,"Sreekrishna Temple, Ambalapuzha 9.30 PM",Alappuzha,Kerala,India,"Sadanam Krishnankutty, Kal Shanmughan, Kal Vijayakumar, Kal Hari R Nair, Kal Jayaprakash, Kal Krishnadas, Kalanilayam Manoj etc.","Sandarsan, Ambalapuzha 9447161980",Renjith R Ernakulam,archive2009-1q.asp
19-01-09,SANTHANAGOPALAM,"SIVANARAYANA TEMPLE,THIRUNAYATHODE,7PM ONWARDS...",ERNAKULAM,Kerala,India,"VESHAM-KALA.RAJASEKHARAN,KALA.RAVIKUMAR,HARI R NAIR,VAISAKH,THIRUNAYATHODE SYBIN ETC MUSIC-KALA.BABU NAMPOOTHIRI,KALA.VINOD MADDALAM-KALA.NANDAKUMAR,KALA SREEKUMAR KALIYOGAM-KALATHARANGINI",A DEVOTEE,"Murali,Chelamattam-9388641303",archive2009-1q.asp
17-01-09,"KALYANASAUGANDHIKAM , DAKSHAYAGAM","THIRUNAYATHODU SIVA NARAYANA TEMPLE,NAYATHODU",ERNAKULAM,Kerala,India,"by KERALA KALAMANDALAM,CHERUTHURUTHI.ARTIST NELLIYODU VASUDEVAN NAMPOOTHIRI ETC ETC...KALAMANDALAM ,CHERUTHURUTHY, (The temple is 4 kms from KALADY in the AIRPORT ROAD) (buses till 6 30 pm from kalady","UTSAVKALIsponsoredSETHUMADHAVAN & SYBIN,NAYATHODU",GIRISH N IYER,archive2009-1q.asp
17-01-09,nalacharitham 1st,"padinjare madam guruvayoorappan temple, PATTAMBI - 6PM",palakkad,Kerala,India,"NALAN-KALA HARIDAS HAMSAM- SADANAM VIJAYAN DAMAYANTHI- KALA ABHIMANYU SAKHIMAR- KALA VIPIN,KALA BAJIYO MUSIC KALANILAYAM UNNIKRISHNAN, KALA MOHANAKRISHNAN CHENDA KALA BALARAMAN, KRISHNAPRAVEEN PODHUVA",JANABHERI KATHAKALI KENDRAM 9447995636,abhimanyu.v,archive2009-1q.asp
16-01-09,THORANAYUDHAM,"padinjare madam guruvayoorappan temple , PATTAMBI, 6PM",PALAKKAD,Kerala,India,"HANUMAN - KOTTAKKAL NANDKUMARAN NAIR ,LANKALAKSHMI -KALA ABHIMANYU LANKASREE-JANABHERI MANEESHA SREEKUMAR RAVANAN-GURUVAYOOR HARIDAS SEETHA- THRIPPAYYA PEETHAMBARAN MUSIC- KALA MOHANAKRISHNAN, VELLINE",JANABHERI 9447995636,ABHIMANYU.V,archive2009-1q.asp
15-01-09,"BALIVADHAM ,","padinjare madam guruvayoorappan temple, PATTAMBI - 6PM",PALAKKAD,Kerala,India,"RAVANAN-KOTTAKKAL NANDAKUMARAN NAIR ,MAREECHAN -KALA.ABHIMANYU ,SREERAMAN- GURUVAYOOR HARIDAS, SEETHA -THRIPPAYYA PEETHAMBARAN LAKSHMANAN- KALA PRAMOD,SANYASIRAVANAN- EZHEEKKOD HARIKUMAR ,JADAYU- THRI",JANABHERI 9447995636,abhimanyu.v,archive2009-1q.asp
14-01-09,Arjuna Vishada Vrutham,"Naga Raja Kshethram- Mylamkulam-Puthur,Near Kottarakkara- 9 PM",Kollam,Kerala,India,"Sri Kalamandalam Krishna Kumar, Sri Margi Vijayakumar, Sri Kal.Sreekumar, Sri Pathiyoor Sankarankutty,Kal Vinod etc",Ulsava Committee,Rajasekhar.P,archive2009-1q.asp
12-01-09,Nalacharitham Moonnam Divasam,Anamangad Near Perinthalmanna,Malappuram,Kerala,India,"Kala: Gopi,Kala:Kesavan Namboothiri,Kala Harinarayanan,Sadanam Krishnadas,Kala.Arun Variar,Kala Sucheendranath Sadanam Sadanandan etc Pattu: Kottakkal Narayanan,Vengeri Narayanan Chenda: Kala.Unnikris",Anamangad Kathakali Club,Kalamandalam Sreekanth Varma,archive2009-1q.asp
11-01-09,Utharaswayamvaram (Poorvabhagam),Anamangad (Near Perinthalmanna) at 6.45 pm,Malappuram,Kerala,India,"Kala.Vazhenkada Vijayan,Smt.Haripriya Namboothiri,Sadanam Bhasi,Kala.Arun variar, Kottakkal Devadas,etc Pattu: Kottakkal Madhu,Nedumpally Rammohan, Chenda: Kalamandalam Balaraman,Kala Sreekanth Varma ",Anamangad Kathakali Club,Kala.Sreekanth Varma,archive2009-1q.asp
09-01-09,Nalacharitham 4th Day,Vylopilli Samskrithi Bhavan Thiruvananthapuram 6 pm,Thiruvananthapuram,Kerala,India,"Kal Vijayakumar(damayanthi) Kal Shanmughan(Kesini) Kal Mukundan(Bahukan) PAthiyoor Sankarankutty, Kal Jayaprakash(Music)Kalanilayam Manoj etc",Sandarsan Ambalapuzha 9447161980,Renjith R Ernakulam,archive2009-1q.asp
09-01-09,Nalacharitham 4th Day & Lecture Demonstration,Womens College Trivandrum,Trivandrum,Kerala,India,Kal Vijayakumar(Damayanthi); Kal Mukundan (Kesini); Kal Shanmughan (Bahukan); Lec Demonstration by Dr. P Venugopalan,Sandarsan Ambalapuzha 9447161980,Renjith R Ernakulam,archive2009-1q.asp
09-01-09,Kalyana Saugandhikam,Pandalam Manikanda Althara 7 PM to 12 PM,Pathanamthitta,Kerala,India,"FACT Mohanan (Bhiman), FACT Jayadev Varma(Hanuman), Kalani Ravindranath Pai(Panchali), Pattu - Kala. Rajendran, Kalavedi Suresh, Parimanam Madhu, Chenda- Kala. Raman Namboodiri, Kala. Srikanth Varma, ",Ayyappan Seva Sangham,Jayadevan,archive2009-1q.asp
08-01-09,Kiratham,"Puthukkalavattam Mahadeva Temple, Elamakkara 7 pm",Ernakulam,Kerala,India,"Kal Shanmukan(Arjunan); Kal Pradeep(Kattalan); Kal Vijayakumar(Kattalasthree); Pathiyoor Sankarankutty, Kal Jayaprakash(Pattu); Kalanilayam Rateesh(chenda); Kalanilayam Manoj(Maddalam); Kal Sukumaran(","Sandarsan , Ambalapuzha - 9447161980",Renjith R,archive2009-1q.asp
07-01-09,Nizhal Kuthu,Cherukolpuzha 7:00 pm,Pathanamthitta,Kerala,India,"Kala. Ramakrishnan, Ulas, Ramachandran Unnithan, Ramachandran, Talavadi Aravindan, FACT Mohan, Pattu: Kala. Balachandran, Sajeevan, Chenda: Kalabharathi Unnikrishnan, Maddalam: Kalabharathi Jayashanka",Ayroor Kathakali club,Hari the Midget,archive2009-1q.asp
07-01-09,"UTHARASWAYAMVARAM (SAMPOORNAM),KIRATHAM","VIMALA MAHADEVA TEMPLE,VALAYANCHIRANGARA,PERUMBAVOOR, 21.30 HRS",ERNAKULAM,Kerala,India,"ARTISTS FROM P.S.V.NATYA SANGHAM,KOTTAKKAL",FESTIVAL COMMITTE,"Murali,9388641303",archive2009-1q.asp
07-01-09,Nizhal Kuthu,Kalalayam Auditorium,Pathanamthitta,Kerala,India,"Duryodhana:Kala. Ramakrishnan, Duthan:Kala. Ullas, Trigartthan: Talavadi Aravindan, Malayan: Kala. Ramachandranunnithan, Malayathi: Kala. Oyur Ramachandran, Manikandan: Master Suryanarayanan, Manthrav",Ayroor Kathakali club,Hari the Midget,archive2009-1q.asp
06-01-09,Nalacharitham 2nd day: Kali- Dwapara rangam,Cherukolpuzha from 10:30 a.m onwards,Pathanamthitta,Kerala,India,"Kali: Kala. Ullas, Dwaparan: Thattayil Unnikrishnan, Indran: Kala. Arun, Pattu: Kala. Surendran, Kalavedi Suresh, Chenda: Haripad Murali, Madalam: Kalabharathi Jayashankar",Ayroor Kathakali club,Hari the Midget,archive2009-1q.asp
06-01-09,Karnashapadam,Cherukolpuzha 7:00 pm,Pathanamthitta,Kerala,India,"Kalanilayam Vijayan, Kala. Ulas, Krishnaprasad, Arun, Parthasarathy, Pattu: Kala. Surendran, Kalavedi Suresh, Chenda: Kalabharathi Unnikrishnan, Maddalam: Kalabharathi Jayashankar",Ayroor Kathakali club,Hari the Midget,archive2009-1q.asp
05-01-09,Nalacharitham 4th day,Cherukolpuzha 7:00 pm,Pathanamthitta,Kerala,India,"Kala. Gopi, Margi Vijayakumar, Kala. Shanmukhan, Pattu: Pathiyoor Shankarankutty, Kalanilayam Rajeev, Chenda: Kala. Krishnadas, Maddalam: Kala. Achutha Warrier",Ayroor Kathakali club,Hari the Midget,archive2009-1q.asp
05-01-09,Nalacharitham 1st day: Hamsa- Damayanthi rangam,Cherukolpuzha 11:00 a.m onwardds,Pathanamthitta,Kerala,India,"Damayanthi: Kala. Arun, Thozhi: Aranmula Nisha, Hamsam: Kala. Rajiv, Pattu: Kalavedi Suresh, Tiruvella Mangalam Narayan Namboothiri, Chenda: Kalabharathi Pithambaram, Madalam : Kalabharathi Jayashanka",Ayroor Kathakali club,Hari the Midget,archive2009-1q.asp
04-01-09,Nalacharitham 2nd Day,Edapally Thrikkayil Sreekrishna Temple,Ernakulam,Kerala,India,"Kal Balasubramanian(Nalan), RLV Radhakrishnan(Damayanthi) Kal shanmukhan(Pushkaran),Chathanoor Kochu Narayanapillai(Kali); Kal Sreekumar(Kattalan)etc. CHENDA Kottakkal Prasad,GopiKrishnanThampuran.MAD",Kathakali Club Ernakulam,Renjith R Ernakulam,archive2009-1q.asp
04-01-09,"Ravana Vijayam, Nizhal Kuthu",Thiruvananthapuram,Trivandrum,Kerala,India,"Natyashala Suresh, Nelliyodu Vishnu Namboothiri, Kalabharathi Vasudevan, Attingal Manu, Pattu: Kalanilayam Babu, Kalabharathi Radhakrishnan, Chenda: Kala. Thampi, Maddalam: Samba Shivan",Natyashala Suresh 9895757377,Hari the Midget,archive2009-1q.asp
04-01-09,Ravanavijayam,Kalikotta palace Tripunithura,Ernakulam,Kerala,India,"Kal Pradeep(Ravanan); RLV PRamod(Doodan); Sadanam Vijayan(Rambha) Kal Hareesh, Kal Rajesh Menon, Kottakkal Vijayraghavan etc",Thripunithura Kathakali Kendram,Renjith R Ernakulam,archive2009-1q.asp
04-01-09,Kuchelavritham,"Sreerengamhall,suth nada,thirunakara,kottayam",Kottayam,Kerala,India,,"Kaliyarangu,kottayam","Mani,Vathukkodam",archive2009-1q.asp
04-01-09,Kuchella Vrittam,Cherukolpuzha 7:00 pm,Pathanamthitta,Kerala,India,"Nelliyodu Vasudevan Namboothiri, Kala. Balasubramaniyam, Arun, Pattu: Kottakkal Madhu, Kottakkal Narayanan V, Chenda: Kala. Shivadas, Maddalam: Kala. Harikumar",Ayroor Kathakali club,Hari the Midget,archive2009-1q.asp
01-01-09,"PURAPADU,NALACHARITHAM 2,BALIVIJAYAM","NSS AUDITORIUM, CHANGANASSERY,10 PM ONWARDS",KOTTAYAM,Kerala,India,"1)KALAMANDALAM GOPI-NALAN SADANAM KRISHNANKUTTY-PUSHKARAN KALAMANDALAM RAMACHANDRAN UNNITHAN-KALI,KATTALAN....... 2)BALI-THIRUVALLA BABU........ PAATTU-PATHIYOOR SANKARAN KUTTY,KAL.BALACHANDRAN,KALANI",NSS CHENGANASSERY,GIRISH N IYER,archive2009-1q.asp
01-01-09,test,ffsbsdfbfdb,,Kerala,India,,,test,archive2009-1q.asp
29-06-09,"Narakasura Vadham, Kiratham",Tiruvella,,Kerala,India,"Artists: Chereyangeer Murugan, Kalabharathi Hari etc.. Singers: Kala. Surendran, Parimalam Madhu, Mangalam Narayanan Namboothiri",Sree Valabha Swami Temple,Swarup Gupta,archive2009-2q.asp
28-06-09,Nalacharitham 2nd Day( Utthara Bhagam From Damayanthi to Bhima Rajavu ),Sree Krishna Temple Natakalsala Ambalapuzha 6.30 pm,Alappuzha,Kerala,India,"Kal Vijayakumar (Damayanthi); Kal Shanmughan(Sarthavhanan, Bhima Rajavu); Ettumanoor P Kannan (sudevan); Kalanilayam Vinod (Rajamathavu). Etc.. Pathiyoor Sankarankutty, Kal Jayaprakash (Music); Kalnil",Sandarsan Kathakali Vidyalayam Ambalapuzha,Renjith R - 9447161980,archive2009-2q.asp
27-06-09,Nalacharitham 2nd Day(From Choothu Kali to Kattalan) - Monthly Performance,Sree Krishna Temple Natakalsala Ambalapuzha 6.30 pm,Alappuzha,Kerala,India,"Ettumanoor P Kannan (Nalan ); Kal Vijayakumar (Damayanthi); Kalanilayam Vinod (Pushkaran ), RLV Pramod (Pakshi), Kal Shanmughan (Kattalan); Pathiyoor Sankarankutty, Kal Jayaprakash (Music); Kalnilayam",Sandarsan Kathakali Vidyalayam Ambalapuzha,Renjith R - 9447161980,archive2009-2q.asp
22-06-09,Poothanamoksham,Karthikathirunal,Thiruvananthapuram,Kerala,India,Margi Vijayakumar,Drisyavedi,Sasikumar-98463 20062,archive2009-2q.asp
21-06-09,RAVANA UDBHAVAM,UNNAYI WARRIER KALANILAYAM HALL - IRINJALAKUDA,TRICHUR,Kerala,India,"RAVANAN- KALAMANDALAM PRADEEP KUMAR,KUMBHAKARNAN-KALA.SANDEEP,VIBHISHANAN -KALA.ARJUN PATTU:KALA.GOPALAKRISHNAN CHENDA:KALA.NANDAKUMAR MADALAM:KALA.MANOJKUMAR",IRINJALAKUDA KATHAKALI CLUB,VIVEK.P,archive2009-2q.asp
21-06-09,Ravanotbhavam,"Irinjalakuda -- Kalanilayam Hall, Near Koodalmanikyam Kshetram",Thrissivaperoor,Kerala,India,Ravanan---Kalamandalam Pradeep;Kumbhakarnan---Kalanilayam Sandeep;Vibheeshanan---Kal;anilayam Arjunan Pattu--Kalamandalam Gopalakrishnan & Kalamandalam Vasudevan Chenda---Kalamandalam Nandakumar & Kal,"K.N.Pisharadi Smaraka Kathakali Club, Irinjalakuda",Sreekumar,archive2009-2q.asp
20-06-09,kalyaanasaugandhikam.,"Palakkad kathakali club, Palakkad.",,Kerala,India,Bhiman;Parvathi.U.Menon.Panjali:Archa varma.Hanuman:Geetha Ramesh.Pattu:Kumari varma&Shylaja varma.Maddalam:Hariwarrier.Chenda:GopikrishnanThampuran.,"Tripunithura Kathakali Club,Tripunithura.",Meenakshi,archive2009-2q.asp
19-06-09,Bakavadham (Starting from 'Aasaari'),"Eranakulathappan Hall, Ernakulam at 6.00 p.m.",Ernakulam,Kerala,India,"Aasaari: Shri Nelliyodu Vasudevan Namboothiri, Bheeman: Shri Kottakkal Chandrasekshara Varrier; Bakan: Shri Kalamandalam Ramachandran Unnithaan",ERNAKULAM KATHAKALI CLUB,Arun Sankar,archive2009-2q.asp
18-06-09,Nalacharitham 2nd day (up to 'verpadu -Separation),"Karthikathirunal Theatre, Fort TVM 06 p.m.",Trivandrum,Kerala,India,"Nalan-Kala. Balasubramaniam,Damayanthi-Kala. Shanmukhan,Indran-Kala.Arun Varrier,Kali-Kala. Ramachandran unnithan,Dwaparan-Margi Suresh,Pushkaran-Peesappally Rajeevan,Music-Pathiyoor Sankarankutty,Kla","Drisyavedi, TVM, 9447059240",Radhakrishnan. K Thiruvananth,archive2009-2q.asp
17-06-09,Kirmiravadham Lalitha etc..,"Godrej Academy Centre, Mumbai",Mumbai,Kerala,India,Probal Guptha,National Centre for Performing Arts,Probal Guptha,archive2009-2q.asp
16-06-09,"Monthly programme of MARGI, Trivandrum","Monthly programme of MARGI, Trivandrum",Trivandrum,Kerala,India,Programme at Margi this month : 15.06.09 - Padmasree Kochukutta Chakyar Remembrance followed Chakyarkoothu by Sajeev Narayana Chakyar. 16.06.09 - Kathakali - Kalakeya Vadham 17.06.09 - Kathakali - Kal,"MARGI (Behind) Fort High School, Trivandrum",Gopakumaran Nair,archive2009-2q.asp
14-06-09,Poothana Moksham,"Centre Mandapa, 6 rue Wurtz, Paris at 5 pm",,,France,Kala Karunakaran,,Kalamandalam Karunakaran,archive2009-2q.asp
14-06-09,Poothana Moksham,"Centre Mandapa, 6 rue Wurtz, Paris at 5 pm",,Kerala,India,,,Kalamandalam Karunakaran,archive2009-2q.asp
10-06-09,Koothu --- Koodiyaattam,Irinjalakuda -- Koodalmanikyam Kshethram Koothambalam ( 7 PM ),Trisshur,Kerala,India,"( 10th to 15th -- Koothu ) Ammannur Kuttan Chakkyar, Ammannur Rajaneesh Chakkyar ---- 10th Vidooshakante Purappadu -- 11th Vivadam --- 12th Vinodam --- 13th,14th Ashanam --- 15th Rajaseva 16th, 17th, ",Koodiyaatam Aswadaka Samkham - Irinjalakuda,sreekumar,archive2009-2q.asp
06-06-09,"Santhanagopalam, Balivijayam, Kiratham.","Panavalli, Cherthala. 9PM",Alappuzha,Kerala,India,PSV Natyasangham Artists,PSV Natyasangham 0483-2743650,PSV Natyasangham,archive2009-2q.asp
06-06-09,"Santhana gopalam, Bali Vijayam, KIRATHAM","NalppathenneeswaramMahadeva Temple, Panavally P.O,Cherthala Time 09.PM",Alappuzha,Kerala,India,"1)Presentation:- By PSV NatyaSangham,Kottackal 2)Artists:- Chndrasekhara Variar, Kesavn Kundlyr, Vasudvn Kundlyr, Haridsn, Dvdsn, Sudhir, Rajmhn, Unnikr ishnan, Murli,Hariswr,Harikmr, cmUnnikrshn, Sun","Mrs&Mr.Ramachandrn Nair, Ambati, Moovattupuzha","k.n.madhu,Panavally",archive2009-2q.asp
31-05-09,SANTHANAGOPALAM [SAMPOORNAM],PUTHIYEDOM BHAGAVATHY TEMPLE: 6.30 PM,,Kerala,India,NELLIYODU VASUDEVAN NAMPOOTHIRI AND TEAM,M.V.NARAYANAN [ 9961097664],HARI,archive2009-2q.asp
31-05-09,Nalacharitham 2nd Day(From Kali Dwaparan To Verpadu) - Monthly Performance,Sree Krishna Temple Natakalsala Ambalapuzha 7 pm,Alappuzha,Kerala,India,"Kal Shanmughan (Nalan);Kal Vijayakumar (Damayanthi); RLV PRamod (Pakshi),Kal Hari R Nair (Kali); Thirvanchiyoor Subash (dwaparan); RLV Pramod (Indran); Kalanilayam Vinod (Pushkaran) Pathiyoor Sankaran",Sandarsan Kathakali Vidyalayam Ambalapuzha,Renjith R - 9447161980,archive2009-2q.asp
30-05-09,"Kuchela Vr~tham, Duryodhana Vadham(Sampoornam)","Community Hall, Cherpu 8.30pm",Thrissur,Kerala,India,"Kala(Mayyanad)Rajeev, Kala Shanmughan, Kala. Hari R Nair, Kala Sucheendran, Kala Arun Warrier, Kala Neeraj, Kalanilayam Rajeev, Nedumbilli Ram Mohan, Kala Krishnadas, Kala Hareesh, Kala Raj Narayanan,","Kundur Smaraka Sadassu, Cherpu",Jayan Madasseri,archive2009-2q.asp
30-05-09,kuchelavrutham Duryodhanavadham( starting with pathinja padadam ),cherpu comunity hall thayamkulangara cherpu 8pm,thrissur,Kerala,India,kuchelan:Kala m k rajeevan krishnan:kala sucheendranath duryodhanan1:kala shanmukhan dussasanan:kala hari r nair duryodhanan2:kala arun varior krishnan:kala neeraj raudrabheeman:kala m k rajeevan patt,9947040980kundur smarakasadassu peruvanam,praveen.k.varma,archive2009-2q.asp
30-05-09,Nalacharitham 2nd Day(Kuvalayaviloochanee....... Scene) - Monthly Performance,Sree Krishna Temple Natakalsala Ambalapuzha 7 pm,Alappuzha,Kerala,India,"Kal Mukundan (Nalan); Kal Vijayakumar (Damayanthi); Pathiyoor Sankarankutty, Kal Jayaprakash (Music); Kalnilayam Ratheesh (chenda); Kalanilayam Manoj (Maddalam); Kal Sukumaran (Chutti); Pallipuram Unn",Sandarsan Kathakali Vidyalayam Ambalapuzha,Renjith R - 9447161980,archive2009-2q.asp
28-05-09,Dhuryodhana Vadam ( Starting fromParipahi.........),Kalamandalam,Trichur,Kerala,India,"KRISHNAN - KALA.MUKUNDAN,PANCHALI - KALA.ARUN WARRIER,DHURYODHANAN - KALA RAMADAS,DHUSHASANAN- KALA.NEERAJ AND RAWDRA BHIMAN KALA.RAMACHANDRANUNNITHAN PATTU(KALAMANDALAM):MOHANAKRISHNAN,BHAVADASAN,SIV",KALAMANDALAM,Vivek.P,archive2009-2q.asp
28-05-09,Gaandharivilapam Kathakali by Adv. Pirappancode G. Jayadevan Nair,"Karthikathirunal Theatre, Fort TVM 06 p.m.",Trivandrum,Kerala,India,"Sreekrishnan-Kottackal Ravikumar,Bheeman-Kala. Krishnakumar,Vyasan-Nelliyodu Vasudevan Namputhiri,Gaandhari-Margi Vijayakumar, Dharmaputhrar-Kottackal Chandrasekharan,Music-Kottackal Narayanan,Kalanil","Drisyavedi, TVM, 9447059240",Radhakrishnan. K Thiruvananth,archive2009-2q.asp
28-05-09,SUBHADRA HARANAM,KERALA KALAMANDALAM - CHERUTHURUTHY 9.30 PM,TRICHUR,Kerala,India,"ARJUNAN- KAL.VASU PISHARODY,KRISHNAN-KALA.VIPIN,SUBHADRA-KALA.SUJINDRAN,BHRAMINS-KALA.ARUN WARRIER & KALA.NEERAJ(BALABADRA-SADANAM KRISHNANKUTTY,KRISHNAN-KALA.BALASUBRAMANYAN) PATTU(KALAMANDALAM):MOHA",KERALA KALAMNDALAM,VIVEK.P,archive2009-2q.asp
28-05-09,RAJASOOYAM (SHISUPALAN'S PART ),"KALAMANDALAM (After Subhadra Haranam Kathakali i.e, 9.30 pm)",Trichur,Kerala,India,"Shisupalan-Kotta.Devadas,Krishnan-Kala.Arun Remesh,Arjunan-Kala.Tulasikumar,Dharmaputrar-Kala.Chinosh Balan,Bhramin-Kala.Sujindran,Narada - Kala.Vipin",Kerala Kalamandalam,Vivek.P,archive2009-2q.asp
26-05-09,Kiratham,PattambiVadakkummuriKunnamghatTemple 0730PM,Palakkad,Kerala,India,KalaHaridas KalaSivadas Kala Manoj KalaMohanakrishnanVellinezhiAchuthankutty KalaNandakumarKalaRajanarayanan AppunnyTharakan Chutty Sivaraman,,Dr KRNambisan,archive2009-2q.asp
18-05-09,DAKSHAYAGAM,"Ernakulathappan Hall (beside Siva Temple), Ernakulam 6PM",Ernakulam,Kerala,India,,EKClub & Siva Temple,Srikumar,archive2009-2q.asp
18-05-09,Balivatham,"Manjeri Kalikavu, 9 PM",Malappuram,Kerala,India,PSV Natyasangham Artists,PSV Natyasangham 0483-2743650,PSV Natyasangham,archive2009-2q.asp
18-05-09,KARNASHAPADHAM,Thrikovil Malakkara,Pattanamthitta,Kerala,India,"Karna: Kala. Ramakrishnan, Duryodhana: FACT Mohan, Kunthi: Mathoor Govindankutty, Bhanumathi: Kalanilayam Vinod, Dusassana: Tiruvella Babu, Pattu: Kala. Balachandran, Kalanilayam Sinu, Chenda: Kalabha",FACT Mohan,,archive2009-2q.asp
17-05-09,"Purappad, Melappadam, Santhanagopalam, Seethaswayamvaram, Kiratham","Vakathanam, Manikandhapuram",Kottayam,Kerala,India,PSV Natyasangham Artists,PSV Natyasangham 0483-2743650,PSV Natyasangham,archive2009-2q.asp
17-05-09,Panchamaddala Keli by Cheplassery Sivan & party and Santhanagopalam Kathakali,"Guruvayurappan Hall, Zamorin's Higher Secondary School, Tali; 4pm",Kozhikode,Kerala,India,"Krishnan- Radhika Ranjeet, Arjunan- Kala.Manoj, Brahmanan- Kala.Sajan, Brahmana Patni- Gayathri Menon, Pattu- Deepa Palanadu, Ranjani Unnikrishnan, Chenda- Udayan Namboodiri, Maddalam- Hariharan, Chut","Renuka Varma, Navarasam no. 9605986672",Radha Madhavan,archive2009-2q.asp
17-05-09,Santhana Gopalam,"Thripunithura Kalikotta Palace, 6 p.m.",Ernakulam,Kerala,India,"Padmabhushan Kala.Ramankutty Nair-Brahmanan,Sadanam Krishnankutty-Arjunan,Sadanam Krishnadas-Sreekrishnan,Sadanam Vijayan-Brahmana Padni,RLV Pramod-Vridha, Pattu-Kalanil.Unnikrishnan,Kalanil.Rajeevan,",Thripunithura Kathakali Kendram,"Biju Anand, North Paravur",archive2009-2q.asp
17-05-09,kirmeera vadham,"Town NSS Hall,Chalakudy",Thrissur,Kerala,India,,"9446762641,9447078635",Sreeprasad.N,archive2009-2q.asp
17-05-09,Santhanagopalam,"KALIKOTTA PALACE, Tripunithara 6 PM",Ernakulam,Kerala,India,"Kala. Ramankutty Nair, Sadanam Krishnan Ktty, Kotta. Narayanan etc",Trppunithura Kathakali Club,Hari the Midget,archive2009-2q.asp
16-05-09,Rajasuyam,"Kalikota palace, Tripunithara 6 PM",Ernakulam,Kerala,India,"artists-Jarasandhan:Madavoor Vasudevan Nayar, Sisupalan:Kala:Ramachandran Unnithan. pattu-Kalanilayam:Unnikrishanan.",thrippunithura kathakali club,Hari the Midget,archive2009-2q.asp
16-05-09,"Santhana Gopalam, KuchelaVrutham, Kiratham",Nalppathenneeswaram Mahadeva Temple,Alappuzha,Kerala,India,"Artists Ktckl Chndrasekhara Varier, Kesavan Kundlyr, Vasdvn Kundlyr, Haridasn, Devdsn,Sudheer PATTU K.Narayanan,Kottackal Madhu CHENDA Prasad Kumar,Vijaya Raghvan MADDALAM Sree Revidrn, Radhakrshn PSV","Kamalakkunjamma, Narayana Pillai,Panavally",Harikrishnan R,archive2009-2q.asp
16-05-09,Rajasuyam,"Tripunithura Kalikotta Palace, 6 p.m.",Ernakulam,Kerala,India,"Madavoor Vasudevan Nair-Jarasanthan,Sadanam Vijayan-Padni,Fact Padmanabhan,RLV Pramod-Brahmanar,Kala.Ravikumar-Bheemasenan,Biju Bhaskar-Arjunan,Kala.Rajeevan-Srikrishnan,Kala.Ramachandran Unnithan-Sis",Tripunithura Kathakali Kendram,"Biju Anand, North Paravur",archive2009-2q.asp
16-05-09,"Santhanagopalam, Kuchelavrutham, Kiratham","Panavalli , Cherthala 9PM",Ernakulam,Kerala,India,PSV Natyasangham Artists,"Kamala Kunjamma,NarayanaPillai, Koorapillil,Panava",PSV Natyasangham,archive2009-2q.asp
14-05-09,nalacharitham nalam divasom,"guruvayur temple ,7.00 pm",thrishur,Kerala,India,"kala vasu pisharody ,haripriya nambudiri,arun warier,kottakkal madhu ,nedumpilly rammohan,sadanam ramakrishnan, kala raj narayanan",,haripriya,archive2009-2q.asp
13-05-09,Ayyappacharitham,Kachamkurussi Temple 9PM,Palakkad,Kerala,India,PSV Natyasangham Artists,PSV Natyasangham 0483-2743650,PSV Natyasangham,archive2009-2q.asp
13-05-09,Sreerama Pattabhishekam,"irinjalakuda koodalmanikyam temple, 12 PM",thrissur,Kerala,India,"Kala. Kuttan, Kalanilayam Gopi, Kalanilayam Gopinathan,Pariyanampatta Divakaran, Kalanilayam Gopakumar, PATTU Narayanan Embranthiri, Kalanilayam Ramakrishnan,CHENDA Kunjunni,Sivadas,MADDALAM Kalamanda",koodalmanikyam devaswam,sreejanvellani,archive2009-2q.asp
12-05-09,"Sandanagopalam, RavanaVIjayam","irinjalakuda koodalmanikyam temple, 12",Thrissur,Kerala,India,"Kalamandalam Kuttan,Injakkad Ramachandran pillai,Kalanilayam Mahendran,Kalanilaym gopinathan,Kalanilaym Anilkumar,Kalamandalam Shanmukhadas,Kalamandalam Rajendran,Narayanan Embranthiri,Kalanilaym Rama",koodalmanikyam devaswam,sreejanvellani,archive2009-2q.asp
12-05-09,"Santhanagopalam, Prahlada Charitham","Kachamkurussi Temple, 9 PM",Palakkad,Kerala,India,PSV Natyasangham Artists,0483-2743650,PSV Natyasangham,archive2009-2q.asp
12-05-09,Karna Sapadham . KeechakaVadham,Mukhathala Srikrishna Kshetram 9 PM,,Kerala,India,"Sadanam Krishnan Kutty, Kala Krishna kumar, Kalani Gopalakrishnan, Chatanur Kochunarayana pillai, RLV Radhakrishnan, Kala Sreekumar, Kalani Gopakumar, Chiranaynkeezhu Murugan, Kala Biju, Gireesan, PAT",UTSAVKALI,kalani. gopakumar,archive2009-2q.asp
